"","cct","Esp","Mat","NEsp","NMat","PromedioGeneral"
"386","02ETV0059S",497.878026084294,620.365987141927,11,11,559.12200661311
"387","02ETV0060H",361.333375718858,444.521477593316,10,10,402.927426656087
"388","02ETV0061G",491.334520128038,540.052459716797,12,12,515.693489922417
"389","02ETV0062F",405.117699748338,418.972755663323,21,21,412.04522770583
"390","02ETV0063E",560.907389322917,670.212392171224,4,4,615.559890747071
"391","02ETV0064D",584.886362711589,561.722919040256,13,13,573.304640875922
"392","02ETV0072M",466.411214192708,453.113663397895,14,14,459.762438795301
"393","02ETV0073L",471.000215839326,505.995601050773,50,50,488.49790844505
"394","02ETV0074K",488.93151630604,503.254661093353,164,164,496.093088699697
"395","02ETV0075J",502.13945719401,473.994576263428,14,14,488.067016728719
"396","02ETV0076I",437.254365822121,492.114329246238,28,28,464.684347534179
"397","02ETV0077H",434.253599676239,461.275282725817,182,182,447.764441201028
"398","02ETV0081U",455.53752538893,481.233838540536,35,35,468.385681964733
"399","02ETV0084R",494.682320246621,522.990709690316,117,117,508.836514968468
"400","02ETV0085Q",475.37108727714,493.140127829323,178,178,484.255607553231
"401","02ETV0086P",460.542858906281,513.019110487494,35,35,486.780984696888
"402","02ETV0088N",434.35240348937,441.184659564306,21,21,437.768531526838
"403","02PES0001S",541.564176492604,544.112679333765,74,74,542.838427913184
"404","02PES0014W",608.529788960079,643.828225042881,74,74,626.17900700148
"405","02PES0015V",550.266242367801,603.761717156559,74,74,577.01397976218
"406","02PES0031M",544.35941211163,567.011267204274,87,87,555.685339657952
"407","02PES0044Q",498.698942265959,525.666334278447,57,57,512.182638272203
"408","02PES0050A",592.302087426491,619.533454303163,213,213,605.917770864827
"409","02PES0055W",511.518469811365,527.470439507347,90,90,519.494454659356
"410","02PES0056V",420.111954830854,429.599125880054,45,45,424.855540355454
"411","02PES0075J",532.975979591913,547.058924974788,120,120,540.017452283351
"412","02PES0077H",635.74700118987,647.600878010625,67,67,641.673939600248
"413","02PES0083S",490.515817294651,515.121942813758,74,74,502.818880054204
"414","02PES0090B",541.074618162932,542.574658174868,27,27,541.8246381689
"415","02PES0091A",185.145701090495,199.300240834554,8,8,192.222970962524
"416","02PES0100S",157.22514444987,163.339670817057,10,10,160.282407633463
"417","02PES0136G",504.584205182838,521.106214118726,28,28,512.845209650782
"418","02PES0180U",569.580477107046,552.562707758026,51,51,561.071592432536
"419","02PES0194X",472.618556622574,470.292089782562,30,30,471.455323202568
"420","02PES0208J",555.312668908161,618.079355672201,142,142,586.696012290181
"421","02DES0002M",487.500359431301,500.064349466977,1055,1055,493.782354449139
"422","02DES0007H",416.303591508494,434.33625614133,304,304,425.319923824912
"423","02DES0008G",443.099113154228,489.387345174086,575,575,466.243229164157
"424","02DES0009F",400.117064979425,416.92884988151,351,351,408.522957430467
"425","02DES0011U",483.595325542244,496.330642329798,384,384,489.962983936021
"426","02DES0013S",458.228775228044,476.01072398227,1189,1189,467.119749605157
"427","02DES0016P",472.408358481607,506.368003827128,609,609,489.388181154368
"428","02DES0023Z",495.974493517753,482.88320237896,630,630,489.428847948357
"429","02DES0028U",475.654175488957,501.210605597616,866,866,488.432390543286
"430","02DES0029T",435.898060408226,461.414969867825,701,701,448.656515138025
"431","02DES0030I",457.502033071454,470.208455801199,738,738,463.855244436327
"432","02DES0035D",445.272570733286,461.991957884215,736,736,453.632264308751
"433","02DES0040P",464.272300844674,492.00955860882,866,866,478.140929726747
"434","02DES0048H",492.352195042987,485.2916551616,760,760,488.821925102293
"435","02DES0053T",291.82232802781,292.759124607488,320,320,292.290726317649
"436","02DST0002E",494.95455173723,510.121369056742,1045,1045,502.537960396986
"437","02DST0003D",459.855248346038,435.603458676855,72,72,447.729353511447
"438","02DST0004C",435.943715936027,442.029258588761,301,301,438.986487262394
"439","02DST0006A",433.442538611241,442.296697153129,363,363,437.869617882185
"440","02DST0009Y",463.823138821519,470.165408667809,310,310,466.994273744664
"441","02DST0012L",445.825600796647,453.867302882549,140,140,449.846451839598
"442","02DST0016H",435.64310020057,464.948453174228,187,187,450.295776687399
"443","02DST0018F",510.127741260863,524.717443576208,1220,1220,517.422592418535
"444","02DST0023R",445.517862660304,458.256354220973,318,318,451.887108440638
"445","02DST0033Y",513.357938480831,570.86865833597,722,722,542.113298408401
"446","02DST0044D",513.338892024523,537.839576995146,733,733,525.589234509835
"447","02EES0005I",399.390373801869,414.493656732784,496,496,406.942015267326
"448","02EES0006H",445.763219576839,452.480246132474,371,371,449.121732854656
"449","02EES0007G",489.287371949475,522.137320535833,80,80,505.712346242654
"450","02EES0009E",431.677220341002,450.085025378994,872,872,440.881122859998
"451","02EES0010U",421.314277833062,433.705665809996,321,321,427.509971821529
"452","02EES0011T",439.075540473965,454.845951729949,267,267,446.960746101957
"453","02EES0013R",482.312318787285,497.368760733851,361,361,489.840539760568
"454","02EES0018M",443.005673743261,457.818889590801,485,485,450.412281667031
"455","02EES0020A",444.230689645428,440.172461142272,199,199,442.20157539385
"456","02EES0022Z",496.997225101,546.34425224519,509,509,521.670738673095
"457","02EES0023Y",494.901080226063,506.074869010235,525,525,500.487974618149
"458","02EES0027U",465.72404555646,485.044300313128,359,359,475.384172934794
"459","02EES0028T",476.928559549117,463.597590322308,283,283,470.263074935712
"460","02EES0030H",442.708285899471,449.864919870892,190,190,446.286602885181
"461","02EES0032F",417.465779653783,427.290603526747,216,216,422.378191590265
"462","02EES0034D",443.822221230005,438.758733257864,559,559,441.290477243935
"463","02EES0035C",453.143817268422,475.538278446992,209,209,464.341047857707
"464","02EES0037A",423.693344387676,440.663920298344,364,364,432.17863234301
"465","02EES0039Z",450.29002245875,455.079255156512,154,154,452.684638807631
"466","02EES0043L",473.227883302292,479.237216214077,319,319,476.232549758185
"467","02EES0053S",419.301353185821,426.241324647067,334,334,422.771338916444
"468","02EES0055Q",447.82395675493,432.157222256795,121,121,439.990589505863
"469","02EES0056P",451.56939141569,457.5742974269,362,362,454.571844421295
"470","02EES0057O",479.202259458925,513.797184410922,579,579,496.499721934924
"471","02EES0058N",454.516104271252,519.518793259505,394,394,487.017448765379
"472","02EES0060B",440.8425622698,452.122527825859,260,260,446.482545047829
"473","02EES0065X",444.778544148494,455.676156089804,240,240,450.227350119149
"474","02EES0067V",435.488261323749,449.51032952546,359,359,442.499295424604
"475","02EES0070I",435.162845110724,435.039979744854,552,552,435.101412427789
"476","02EES0071H",468.603538103609,487.554312816915,123,123,478.078925460262
"477","02EES0079Z",482.392699299041,508.416835141227,153,153,495.404767220134
"478","02EES0082N",439.232766325512,443.709023687575,304,304,441.470895006544
"479","02EES0083M",512.36184356802,568.619420035964,357,357,540.490631801992
"480","02EES0088H",461.924942230628,457.328792576504,264,264,459.626867403566
"481","02EES0095R",404.269689546385,408.2250060623,186,186,406.247347804342
"482","02EES0096Q",421.820127544894,436.214332460042,479,479,429.017230002468
"483","02EES0100M",412.862839801174,429.770778043616,318,318,421.316808922395
"484","02EES0105H",441.717976316825,441.815291905277,103,103,441.766634111051
"485","02EES0106G",479.609638152252,497.171945128645,887,887,488.390791640448
"486","02EES0108E",481.809668290985,467.4143917992,370,370,474.612030045093
"487","02EES0109D",456.606737148447,469.374997686937,245,245,462.990867417692
"488","02EES0121Z",460.260177595472,475.144392995103,123,123,467.702285295287
"489","02EES0125V",486.966126708438,497.626955244428,211,211,492.296540976433
"490","02EES0127T",440.830703664709,447.368292682385,96,96,444.099498173547
"491","02EES0131F",431.636033777386,448.253267280495,786,786,439.94465052894
"492","02EES0138Z",461.0972398959,474.373465093527,684,684,467.735352494713
"493","02EES0139Y",425.091331029006,445.677973945223,778,778,435.384652487115
"494","02EES0147G",438.205786373212,464.128463829066,281,281,451.167125101139
"495","02EES0149E",415.417920156504,438.380077142407,371,371,426.898998649456
"496","02EES0152S",440.014118932788,447.787751789022,180,180,443.900935360905
"497","02EES0159L",407.301460520063,469.074562317032,274,274,438.188011418547
"498","02EES0160A",459.357620819673,470.766596536561,445,445,465.062108678117
"499","02EES0163Y",428.902559245543,459.419987716573,159,159,444.161273481058
"500","02EES0164X",448.439016227868,437.387596102114,277,277,442.913306164991
"501","02EES0166V",422.647143051783,445.23076190783,201,201,433.938952479807
"502","02EES0167U",449.163862469324,456.896249557984,678,678,453.030056013654
"503","02EES0171G",468.863868672346,463.711286606538,644,644,466.287577639442
"504","02EES0174D",470.166586568753,472.034736600259,483,483,471.100661584506
"505","02EES0177A",442.83144228983,423.275207300153,252,252,433.053324794992
"506","02EES0178Z",429.397849331485,465.433443684233,275,275,447.415646507859
"507","02EES0179Z",441.46658966847,464.414587553255,67,67,452.940588610863
"508","02EES0180O",461.492835131875,480.330764487381,541,541,470.911799809628
"509","02EES0181N",460.300382485415,452.374250858173,166,166,456.337316671794
"510","02EES0183L",452.492616211479,470.214459813987,88,88,461.353538012733
"511","02EES0200L",433.394262410436,455.739291100737,382,382,444.566776755586
"512","02EES0201K",432.110611440275,453.360798288999,130,130,442.735704864637
"513","02EES0208D",446.757445143001,442.734465353977,240,240,444.745955248489
"514","02EES0211R",416.887650524683,435.051628000655,367,367,425.969639262669
"515","02EES0214O",436.094682078246,450.614606513498,260,260,443.354644295872
"516","02ESN0018U",398.869116497855,429.772873316056,25,25,414.320994906955
"517","02EST0001E",424.881201695081,440.215861406673,100,100,432.548531550877
"518","02EST0010M",521.081841368155,530.794422231173,427,427,525.938131799664
"519","02EST0012K",455.754739658216,450.519471269295,247,247,453.137105463756
"520","02EST0013J",396.238728241375,412.501145263264,96,96,404.36993675232
"521","02EST0016G",474.59793850103,494.969510426241,141,141,484.783724463636
"522","02EST0019D",442.841386163438,441.701385181833,466,466,442.271385672636
"523","02ETV0002R",509.738085847509,551.258818257357,66,66,530.498452052433
"524","02ETV0009K",523.308555942112,539.114219835069,45,45,531.21138788859
"525","02ETV0041T",488.604090796577,523.616906060113,28,28,506.110498428345
"526","02ETV0042S",384.490650298103,427.763401637002,21,21,406.127025967553
"527","02ETV0055W",256.466715155708,241.68200378418,11,11,249.074359469944
"528","02ETV0066B",414.715702814687,457.390818971576,28,28,436.053260893131
"529","02ETV0067A",499.130530463325,434.355980767144,6,6,466.743255615234
"530","02ETV0068Z",433.974281454494,451.018019977798,43,43,442.496150716146
"531","02ETV0083S",305.751579284668,330.893788655599,6,6,318.322683970134
"532","02ETV0087O",204.016174316406,263.801676432292,1,1,233.908925374349
"533","02PES0004P",558.860491036704,573.341522383585,132,132,566.101006710144
"534","02PES0007M",561.495102964129,596.323109557137,248,248,578.909106260633
"535","02PES0009K",524.547853385396,555.891291083748,59,59,540.219572234572
"536","02PES0012Y",472.186454616746,476.624816413635,62,62,474.405635515191
"537","02PES0020G",614.617341691693,682.569031134396,191,191,648.593186413045
"538","02PES0025B",606.695665443595,620.884859185328,78,78,613.790262314461
"539","02PES0029Y",502.143539210171,513.483653594186,86,86,507.813596402179
"540","02PES0032L",553.111965573221,618.147441784119,169,169,585.62970367867
"541","02PES0033K",600.679775661892,661.057470194499,34,34,630.868622928195
"542","02PES0045P",548.649417213178,544.109086004889,175,175,546.379251609034
"543","02PES0047N",509.628968721671,550.136070588786,77,77,529.882519655229
"544","02PES0048M",565.947065252774,606.926248792163,92,92,586.436657022469
"545","02PES0059S",527.422271859774,568.948272716016,92,92,548.185272287895
"546","02PES0061G",517.049397474832,568.325126021589,113,113,542.68726174821
"547","02PES0071N",564.9205374816,579.163628251281,58,58,572.042082866441
"548","02PES0074K",537.752412131042,570.071725793023,323,323,553.912068962032
"549","02PES0080V",424.480875590491,428.580763922797,27,27,426.530819756644
"550","02PES0094Y",556.310593038042,568.445846289919,34,34,562.378219663981
"551","02PES0108K",342.915327433119,356.959546748011,86,86,349.937437090565
"552","02PES0167Z",588.476935205609,675.73022217996,180,180,632.103578692785
"553","02PES0176H",477.949285966598,497.036441486646,385,385,487.492863726622
"554","02PES0187N",525.276511207459,569.988856509039,79,79,547.632683858249
"555","02PES0191Z",543.607038661412,597.158706301735,68,68,570.382872481573
"556","02PES0192Z",582.64570922898,618.025483027132,143,143,600.335596128056
"557","02PES0195W",514.66210282823,522.690765183149,92,92,518.67643400569
"558","02PES0206L",606.6618099996,688.307378295312,263,263,647.484594147456
"559","02PES0207K",473.053214583481,498.544589640204,79,79,485.798902111842
"560","02PES0215T",559.114751693526,603.051377354322,200,200,581.083064523924
"561","02DES0004K",489.333737022921,515.847424843743,1138,1138,502.590580933332
"562","02DES0026W",418.98949373266,438.542531366507,724,724,428.766012549583
"563","02DES0027V",495.537963955398,503.794410576791,711,711,499.666187266095
"564","02DST0017G",460.508147753094,481.767778001994,137,137,471.137962877544
"565","02DST0026O",443.339854084714,453.537044254917,94,94,448.438449169815
"566","02DST0031Z",433.219959104194,434.259075433845,177,177,433.73951726902
"567","02DTV0014X",124.934318905785,142.603986467634,7,7,133.76915268671
"568","02EES0048G",472.222734964456,477.796191077643,523,523,475.009463021049
"569","02EES0076C",149.150818506877,144.621220906576,32,32,146.886019706727
"570","02EES0170H",497.505444697908,517.692437507866,880,880,507.598941102887
"571","02ETV0010Z",297.502991739909,330.952032470703,11,11,314.227512105306
"572","02ETV0011Z",456.535201707834,521.92760446465,35,35,489.231403086242
"573","02ETV0038F",513.234500037299,615.131304281729,23,23,564.182902159514
"574","02ETV0069Z",432.992696275661,449.01211962826,43,43,441.00240795196
"575","02ETV0078G",430.27625387369,460.768337160534,105,105,445.522295517112
"576","02PES0022E",588.179596640847,635.300021662857,30,30,611.739809151852
"577","02PES0181T",587.419893168824,628.992463383525,87,87,608.206178276175
"578","02PES0198T",499.970427310828,534.537393512148,38,38,517.253910411488
"579","02DES0003L",545.969297772239,568.846568872391,1406,1406,557.407933322315
"580","02DES0010V",481.179486951536,498.987333253573,1330,1330,490.083410102554
"581","02DES0012T",520.234830162661,524.367631223583,1360,1360,522.301230693122
"582","02DES0014R",444.237990338422,455.871199182406,347,347,450.054594760414
"583","02DES0015Q",459.521497609063,466.086575377021,779,779,462.804036493042
"584","02DES0017O",475.485981849649,484.242187376624,1301,1301,479.864084613136
"585","02DES0018N",483.962175013905,495.129091147274,855,855,489.545633080589
"586","02DES0020B",478.850674010539,473.322078208664,1153,1153,476.086376109601
"587","02DES0021A",441.08884438032,444.588889471861,898,898,442.838866926091
"588","02DES0022Z",495.870609086169,506.314287172697,568,568,501.092448129433
