"","cct","promedioEsp","promedioMat","promedioGeneral"
"578","04ETC0005Y1",475.62,376.47,426.045
"579","04ETC0008V1",485.86,403.31,444.585
"580","04ETC0009U1",499.94,357.48,428.71
"581","04PBH0002M1",616.21,535.55,575.88
"582","04PBH0003L1",496.5,274.11,385.305
"583","04PBH0009F1",622.31,660.46,641.385
"584","04PBH0010V1",545.04,481.3,513.17
"585","04PBH0012T1",496.5,400.19,448.345
"586","04PBH0014R1",496.33,333.44,414.885
"587","04PBH0016P1",451.89,289,370.445
"588","04PBH0017O1",442.55,260.64,351.595
"589","04PBH0018N2",266.75,316.75,291.75
"590","04PBH0021A1",607.7,546.8,577.25
"591","04PBH0022Z1",600.08,378,489.04
"592","04PBH0029T1",504.86,447.79,476.325
"593","04PBH3202E1",600.11,572.03,586.07
"594","04PBH3630X1",657.67,630.48,644.075
"595","04PCB0001S1",566.75,366.8,466.775
"596","04PCT0001H1",600,266.75,433.375
"597","04PCT0003F1",430.5,333.41,381.955
"598","04PCT0004E2",360.1,226.7,293.4
"599","04SBC2159B1",536.62,428.74,482.68
"600","04UBH0001Z1",579.48,549.32,564.4
"601","04UBH0001Z2",534.7,409.82,472.26
"602","04UBH0002Y1",624.57,564.77,594.67
"603","04UBH0002Y2",573.03,376.37,474.7
"604","04UBH0004W1",494.4,487.54,490.97
"605","04UBH0006U1",567.33,483.05,525.19
"606","05DCT0024M1",403.56,313.26,358.41
"607","05DCT0048W1",503.21,396.85,450.03
"608","05DCT0048W2",495.41,381.66,438.535
"609","05DCT0050K1",473.62,386.51,430.065
"610","05DCT0050K2",432.09,329.12,380.605
"611","05DCT0059B1",484.07,402.54,443.305
"612","05DCT0059B2",469.41,354.17,411.79
"613","05DCT0060R1",465.53,377.93,421.73
"614","05DCT0081D2",532.65,466.04,499.345
"615","05DCT0083B1",496.13,372.06,434.095
"616","05DCT0083B2",412.41,284.27,348.34
"617","05DCT0173U1",512.06,432.78,472.42
"618","05DCT0173U2",490.68,307.55,399.115
"619","05DCT0179O1",587.38,552.38,569.88
"620","05DCT0179O2",553.9,515.24,534.57
"621","05DCT0196E1",458.47,361.26,409.865
"622","05DCT0196E2",449.79,314.3,382.045
"623","05DCT0219Z1",548.18,485.55,516.865
"624","05DCT0219Z2",488.45,390.18,439.315
"625","05DCT0235Q1",443.2,357.95,400.575
"626","05DCT0235Q2",466.82,328.11,397.465
"627","05DCT0239M1",472.84,347.59,410.215
"628","05DCT0330U1",500.22,440.15,470.185
"629","05DCT0330U2",410.17,354.03,382.1
"630","05DCT0427F1",464.1,357.85,410.975
"631","05DCT0427F2",485.54,350.03,417.785
"632","05DCT0428E1",404.25,308.74,356.495
"633","05DPT0001F2",498.18,383.92,441.05
"634","05DPT0002E1",557.97,443.58,500.775
"635","05DPT0002E2",441.8,395.53,418.665
"636","05DPT0003D1",504,377.68,440.84
"637","05DPT0003D2",490.91,329.21,410.06
"638","05DPT0004C1",539,489.04,514.02
"639","05DPT0005B1",465.79,374.53,420.16
"640","05DPT0005B2",432.91,287.36,360.135
"641","05DPT0006A1",511.92,391.96,451.94
"642","05DPT0006A2",439.92,340.5,390.21
"643","05DPT0007Z2",541.21,424.02,482.615
"644","05DPT0008Z1",454.83,347.84,401.335
"645","05DPT0009Y1",475.72,321.56,398.64
"646","05DPT0009Y2",397,343,370
"647","05DTA0001D11",569.21,495.45,532.33
"648","05DTA0001D21",452.06,343.35,397.705
"649","05DTA0001D31",452.85,355.16,404.005
"650","05DTA0001D41",457.93,271.2,364.565
"651","05DTA0001D51",627.64,531.21,579.425
"652","05DTA0001D61",506.3,284.04,395.17
"653","05DTA0021R1",499.89,370.41,435.15
"654","05DTA0022Q1",541.02,388.46,464.74
"655","05DTA0206X1",200,359.12,279.56
"656","05DTA0207W1",518.75,496.19,507.47
"657","05DTA0208V1",430.74,311.84,371.29
"658","05DTA0209U1",402.75,305.25,354
"659","05DTA0210J1",574.92,421.56,498.24
"660","05ECB0001L1",548.28,376.66,462.47
"661","05ECB0001L2",495.13,308.67,401.9
"662","05ECB0002K1",436.31,312.53,374.42
"663","05EMS0001S1",443.48,270.07,356.775
"664","05EMS0002R1",553.72,426.28,490
"665","05EMS0003Q1",518.13,405.31,461.72
"666","05EMS0004P1",494.25,415.91,455.08
"667","05EMS0005O2",454.07,416.07,435.07
"668","05EMS0006N2",459.39,303.83,381.61
"669","05EMS0007M2",373.08,257.73,315.405
"670","05EMS0008L1",440.18,300.1,370.14
"671","05EMS0009K2",475.39,322.71,399.05
"672","05EMS0010Z1",428.64,276.29,352.465
"673","05EMS0011Z1",607.69,615.33,611.51
"674","05EMS0012Y2",515.3,369.82,442.56
"675","05EMS0018S2",372.71,262.82,317.765
"676","05EMS0019R1",453.4,253.4,353.4
"677","05EMS0020G1",435.6,310.77,373.185
"678","05EMS0021F1",476,384.02,430.01
"679","05EMS0023D1",439.42,333.41,386.415
"680","05EMS0024C1",600.06,673.23,636.645
"681","05EMS0025B1",450.88,333.48,392.18
"682","05EMS0026A1",570.56,259.33,414.945
"683","05EMS0027Z1",466.73,346.8,406.765
"684","05EMS0028Z1",452,303.83,377.915
"685","05EMS0031M1",588,442.64,515.32
"686","05EMS0032L1",511.25,300.08,405.665
"687","05EMS0033K1",476.39,276.29,376.34
"688","05EMS0034J1",354.47,312.42,333.445
"689","05EMS0035I2",441.84,275.06,358.45
"690","05EMS0036H1",427.62,317.76,372.69
"691","05EMS0037G1",389.76,262.27,326.015
"692","05EMS0038F1",394.09,321.36,357.725
"693","05ETC0001A1",539.62,399.48,469.55
"694","05ETC0002Z1",533.44,410.75,472.095
"695","05ETC0003Z1",481.25,363.67,422.46
"696","05ETC0004Y1",474.96,332.03,403.495
"697","05ETC0005X1",410.4,333.48,371.94
"698","05ETC0006W1",471.3,367.72,419.51
"699","05ETC0007V1",488.36,341.33,414.845
"700","05ETC0008U1",431.63,302.67,367.15
"701","05ETC0009T1",526.87,397.95,462.41
"702","05ETC0010I1",540.12,422.34,481.23
"703","05ETC0011H1",496.06,381.8,438.93
"704","05ETC0012G1",478.01,328.64,403.325
"705","05ETC0013F1",459.12,337.32,398.22
"706","05ETC0014E1",391.11,261.33,326.22
"707","05ETC0015D1",434.42,297.26,365.84
"708","05ETC0016C1",498.52,400.18,449.35
"709","05ETC0017B1",470.85,327.82,399.335
"710","05ETC0018A1",470.3,361.57,415.935
"711","05NTA0001K1",508.73,360.13,434.43
"712","05PBH0003K1",501.27,385.13,443.2
"713","05PBH0003K3",378,266.75,322.375
"714","05PBH0010U1",430.45,224.27,327.36
"715","05PBH0011T1",507.41,426.83,467.12
"716","05PBH0012S1",470.83,390.09,430.46
"717","05PBH0013R1",480.47,271.87,376.17
"718","05PBH0013R3",570.5,437.17,503.835
"719","05PBH0015P1",356.82,280.1,318.46
"720","05PBH0017N2",531.42,331.45,431.435
"721","05PBH0019L2",453.4,346.8,400.1
"722","05PBH0020A1",551.21,434.27,492.74
"723","05PBH0022Z1",466.82,348.59,407.705
"724","05PBH0025W1",352.36,371.57,361.965
"725","05PBH0026V1",627.53,557.03,592.28
"726","05PBH0027U1",646.91,578.53,612.72
"727","05PBH0028T1",533.44,416.88,475.16
"728","05PBH0030H1",424.74,256.21,340.475
"729","05PBH0037A3",400.1,280.1,340.1
"730","05PBH0040O1",631.82,658.85,645.335
"731","05PBH0041N1",396.61,354.47,375.54
"732","05PBH0044K1",343.51,265.49,304.5
"733","05PBH0044K3",600.17,378,489.085
"734","05PBH0046I1",537.97,324.57,431.27
"735","05PBH0048G1",585.8,490.7,538.25
"736","05PBH0049F1",630.49,549.86,590.175
"737","05PBH0051U1",563.77,472.98,518.375
"738","05PBH0055Q1",463.11,296.42,379.765
"739","05PBH0056P1",442.59,345.64,394.115
"740","05PBH0064Y1",585.11,468.48,526.795
"741","05PBH0066W1",439.82,284.2,362.01
"742","05PBH0072G1",680.89,698.97,689.93
"743","05PBH0074E1",448.35,314.98,381.665
"744","05PBH0075D1",543.15,438.37,490.76
"745","05PBH0083M2",322.33,255.62,288.975
"746","05PBH0086J1",566.79,366.83,466.81
"747","05PBH0089G1",289,289,289
"748","05PBH0089G3",533.5,467,500.25
"749","05PBH0090W1",397.89,277.85,337.87
"750","05PBH0090W3",507.85,302.73,405.29
"751","05PBH0093T1",602.02,536.4,569.21
"752","05PBH0098O1",566.75,383.44,475.095
"753","05PBH0099N1",566.75,366.75,466.75
"754","05PBH0101L2",379.96,272.01,325.985
"755","05PBH0102K1",610.62,452.8,531.71
"756","05PBH0103J1",566.1,500.86,533.48
"757","05PBH0104I1",592,487.03,539.515
"758","05PBH0105H1",624.18,546.26,585.22
"759","05PBH0105H3",561.98,600.14,581.06
"760","05PBH0108E1",490.95,418.36,454.655
"761","05PBH0108E3",505.47,333.48,419.475
"762","05PBH0109D3",566.75,400.25,483.5
"763","05PBH0110T1",491,345.64,418.32
"764","05PBH0113Q3",573.4,400.2,486.8
"765","05PBH0114P1",579.03,410.71,494.87
"766","05PBH0115O1",457.29,200,328.645
"767","05PBH0116N1",577.23,417.27,497.25
"768","05PBH0117M1",428.7,354.9,391.8
"769","05PBH0117M3",365.09,333.46,349.275
"770","05PBH0119K1",444.11,319.26,381.685
"771","05PBH0119K3",477.96,266.75,372.355
"772","05PBH0120Z1",590.24,476.69,533.465
"773","05PBH0121Z1",505.34,410.63,457.985
"774","05PBH0121Z3",440.74,318.93,379.835
"775","05PBH0123X1",521.61,389.79,455.7
"776","05PBH0124W1",593.23,562.55,577.89
"777","05PBH0125V1",613.82,586.4,600.11
"778","05PBH0128S1",533.46,400.21,466.835
"779","05PBH0129R2",543.97,463.38,503.675
"780","05PBH0130G1",551.84,353.34,452.59
"781","05PBH0130G3",453.48,266.75,360.115
"782","05PBH0131F1",558.44,350.12,454.28
"783","05PBH0135B1",638.61,582.38,610.495
"784","05PBH0136A1",490.34,349.17,419.755
"785","05PBH0136A3",466.79,276.29,371.54
"786","05PBH0138Z1",536.97,389.58,463.275
"787","05PBH0139Y1",495.39,476.39,485.89
"788","05PBH0140N1",462.09,316.18,389.135
"789","05PBH0144J1",568.38,498.57,533.475
"790","05PBH0145I1",477.96,294.54,386.25
"791","05PBH0145I3",533.38,333.5,433.44
"792","05PBH0147G1",584.58,522.59,553.585
"793","05PBH0149E1",444.56,311.25,377.905
"794","05PBH0152S1",598.04,470.94,534.49
"795","05PBH0153R1",688.43,674.6,681.515
"796","05PBH0154Q1",557.03,397.11,477.07
"797","05PBH0157N1",539.02,416.88,477.95
"798","05PBH0158M1",466.8,360.2,413.5
"799","05PBH0162Z2",372.38,266.75,319.565
"800","05PBH0163Y1",327.7,254.08,290.89
"801","05PBH0163Y2",338.96,233.38,286.17
"802","05PBH0163Y3",436.03,360.85,398.44
"803","05PBH0165W1",600.09,445.65,522.87
"804","05PBH0168T3",384.29,333.45,358.87
"805","05PBH0169S1",615.96,619.2,617.58
"806","05PBH0170H1",573.46,397.5,485.48
"807","05PBH0171G1",543.28,458.07,500.675
"808","05PBH0172F1",695.36,716.17,705.765
"809","05PBH0173E1",577.96,400.12,489.04
"810","05PBH0174D1",466.83,378,422.415
"811","05PBH0175C1",544.07,356.66,450.365
"812","05PBH0178Z1",480.04,333.47,406.755
"813","05PBH0178Z3",394.67,255.62,325.145
"814","05PBH0179Z1",488.96,366.83,427.895
"815","05PBH0179Z3",573.4,373.5,473.45
"816","05PBH0180O1",437.97,311.82,374.895
"817","05PBH0180O3",522.66,372.23,447.445
"818","05PBH0185J1",491.81,350.19,421
"819","05PBH0188G1",411.88,247.12,329.5
"820","05PBH0189F1",600.06,616.75,608.405
"821","05PBH0190V1",353.43,273.4,313.415
"822","05PBH0191U1",534.19,439.85,487.02
"823","05PBH0193S1",583.44,400.25,491.845
"824","05PBH0194R1",516.81,366.88,441.845
"825","05PBH0197O1",452.79,354.58,403.685
"826","05PBH0198N1",533.5,333.5,433.5
"827","05PBH0200L1",433.43,328.71,381.07
"828","05PBH0200L3",487.31,312.92,400.115
"829","05PBH0201K1",422.33,266.75,344.54
"830","05PBH0202J1",512.97,259.04,386.005
"831","05PBH0205G1",605.51,434.2,519.855
"832","05PBH0207E1",539.65,427.24,483.445
"833","05PBH0208D1",661.88,652.12,657
"834","05PBH0209C1",663.87,571.15,617.51
"835","05PBH0210S1",395,241.08,318.04
"836","05PBH0211R1",593.67,428.74,511.205
"837","05PBH0212Q1",502.37,369,435.685
"838","05PBH0213P1",492.44,353.98,423.21
"839","05PBH0214O1",415.53,305.23,360.38
"840","05PBH0215N1",539.45,394.09,466.77
"841","05PBH0216M1",555.67,390.67,473.17
"842","05PBH0217L1",577.92,489,533.46
"843","05PBH0219J1",644.58,355.67,500.125
"844","05PBH0220Z1",491.81,333.5,412.655
"845","05PBH0222X1",583.38,391.84,487.61
"846","05PBH0223W1",552.14,402.82,477.48
"847","05PBH0225U1",514.46,285.79,400.125
"848","05PBH0227S1",588.29,510,549.145
"849","05PBH0229Q1",580.08,463.49,521.785
"850","05PBH0230F3",370.5,311.22,340.86
"851","05PBH0232D1",455.67,266.75,361.21
"852","05PBH0233C1",538.54,497.58,518.06
"853","05PBH0235A1",426.8,293.4,360.1
"854","05PBH0236Z1",550.12,266.75,408.435
"855","05PBH0237Z1",676.29,657.29,666.79
"856","05PBH0238Y1",363.11,289,326.055
"857","05PBH0239X1",574.88,488.46,531.67
"858","05PBH0240M1",503.18,345.64,424.41
"859","05PBH0241L1",433.5,400.25,416.875
"860","05PBH0247F1",440.97,267.75,354.36
"861","05PBH0248E1",429.83,281.56,355.695
"862","05PBH0249D1",536.47,400.17,468.32
"863","05PBH0250T1",533.38,325.12,429.25
"864","05PBH0251S3",533.5,400.17,466.835
"865","05PBH0252R1",540.83,333.44,437.135
"866","05PBH0253Q1",333.44,296.12,314.78
"867","05PBH0254P1",460.64,339.62,400.13
"868","05PBH0258L1",560.1,373.5,466.8
"869","05PBH0259K1",733.5,733.5,733.5
"870","05PBH0260Z1",572,445.71,508.855
"871","05PBH0261Z1",508.92,340.53,424.725
"872","05PBH0263X1",466.78,274.11,370.445
"873","05PBH0265V1",538.94,350.17,444.555
"874","05PBH0266U1",555.58,444.67,500.125
"875","05PBH0267T1",612.23,442.64,527.435
"876","05PBH0268S1",650.12,700.12,675.12
"877","05PBH0269R1",553.12,341.35,447.235
"878","05PBH0270G1",426.47,286.91,356.69
"879","05PBH0271F1",609.96,456.94,533.45
"880","05PBH0272E1",666.75,600,633.375
"881","05PBH0273D1",466.89,256.21,361.55
"882","05PBH0274C1",392.78,229.67,311.225
"883","05PBH0278Z1",600,378,489
"884","05PBH0280N1",546.7,440.2,493.45
"885","05PBH0284J1",200,200,200
"886","05PBH3231Z1",635.3,587.57,611.435
"887","05PBH3233X1",650.53,553.34,601.935
"888","05PBH3275W1",607.11,501.95,554.53
"889","05PBH3288Z1",559.12,466.88,513
"890","05PBH3417D1",634.1,542.98,588.54
"891","05PBH3508V1",621.56,617.34,619.45
"892","05PBH3541C1",604.65,523.81,564.23
"893","05PBH3606W1",590.39,495.99,543.19
"894","05PCT0006B1",566.8,433.52,500.16
"895","05PCT0007A1",578.06,493.07,535.565
"896","05PCT0011N1",514.39,362.04,438.215
"897","05PCT0013L1",420.65,261.62,341.135
"898","05PCT0014K1",481.52,378.63,430.075
"899","05PCT0015J1",440.2,200,320.1
"900","05PCT0016I1",573.4,253.4,413.4
"901","05PCT0017H2",554.21,255.24,404.725
"902","05PCT0018G1",446.02,345.97,395.995
"903","05PCT0021U1",531.76,438.93,485.345
"904","05SBC2005Y1",508.9,377.93,443.415
"905","05SBC2011I2",511.24,372.98,442.11
"906","05SBC2089W1",528.88,424.84,476.86
"907","05SBC2101A3",450.25,266.75,358.5
"908","05SBC2135R1",576.91,495.89,536.4
"909","05SBC2164M1",691.89,692.77,692.33
"910","05SBC2164M2",667.29,664.11,665.7
"911","05UBH0021L1",471.39,359.98,415.685
"912","05UBH0022K1",547.72,405.81,476.765
"913","05UBH0040Z1",587.49,516.91,552.2
"914","05UBH0040Z11",550.31,489.99,520.15
"915","05UBH0041Z3",504.73,393.57,449.15
"916","05UBH0042Y1",531.41,464.62,498.015
"917","05UBH0046U1",545.04,448.51,496.775
"918","05UBH0047T1",490.04,355.52,422.78
"919","05UBH0048S1",442.27,334.56,388.415
"920","05UBH0049R1",394.78,331.69,363.235
"921","05UBH0050G2",475.43,426.11,450.77
"922","05UBH0051F1",561.02,471.3,516.16
"923","06DAR0002N1",522.95,389.66,456.305
"924","06DCM0001R1",448.74,398.78,423.76
"925","06DCT0019Z1",471.8,340.12,405.96
"926","06DCT0019Z2",458.41,334.67,396.54
"927","06DCT0084Z2",444.57,302.32,373.445
"928","06DCT0157B1",445.29,379.38,412.335
"929","06DCT0157B2",434.29,352.99,393.64
"930","06DCT0158A1",461.19,341.89,401.54
"931","06DMS0001S2",536.64,308.02,422.33
"932","06DMS0002R2",437.17,288.97,363.07
"933","06DMS0003Q2",511.17,371.62,441.395
"934","06DMS0004P2",426.17,345.09,385.63
"935","06DMS0005O2",440.15,324.52,382.335
"936","06DMS0006N2",419.14,295.36,357.25
"937","06DMS0007M2",491.05,369.82,430.435
"938","06DMS0008L2",460.23,266.75,363.49
"939","06DMS0009K2",568.36,269.9,419.13
"940","06DPT0001E1",438.23,303.8,371.015
"941","06DPT0181F1",436.31,282.58,359.445
"942","06DPT0181F2",530.8,408.24,469.52
"943","06DTA0001C1",478.67,342.39,410.53
"944","06EBP0001O1",590.46,509.43,549.945
"945","06PBH0002K1",516.75,283.38,400.065
"946","06PBH0004I2",403.63,214.05,308.84
"947","06PBH0006G1",586.8,480.25,533.525
"948","06PBH0007F1",551.61,430.43,491.02
"949","06PBH0011S1",635.45,662.72,649.085
"950","06PBH0012R1",481.61,333.39,407.5
"951","06PBH0014P1",478.91,345.64,412.275
"952","06PBH0020Z1",585.28,392.72,489
"953","06PBH0021Z1",592.02,495.12,543.57
"954","06PBH0022Y1",669.65,698.67,684.16
"955","06PBH0023X1",414.24,280.88,347.56
"956","06PBH0027T1",458.44,308.44,383.44
"957","06PBH0028S1",568.71,294.21,431.46
"958","06PBH0031F1",573.4,493.5,533.45
"959","06PBH3114I1",659.85,632.32,646.085
"960","06PBH3137T1",595.52,457.69,526.605
"961","06PBH3386Z1",425.77,436.12,430.945
"962","06PCT0002E1",432.5,299.14,365.82
"963","06PCT0003D1",493.5,280.1,386.8
"964","06PCT0003D2",411.66,292.07,351.865
"965","06PCT0005B1",504.83,346.14,425.485
"966","06PCT0005B2",386.8,289,337.9
"967","06PCT0009Y1",422.33,333.33,377.83
"968","06PCT0010N2",400.06,283.38,341.72
"969","06SBH0004F1",437.22,318.56,377.89
"970","06UCT0001R1",641.21,572.49,606.85
"971","06UCT0002Q2",528.27,440.18,484.225
"972","06UCT0003P3",453.9,350.67,402.285
"973","06UCT0004O1",639.32,618.7,629.01
"974","06UCT0005N2",474.75,371.41,423.08
"975","06UCT0006M3",425.23,323.06,374.145
"976","06UCT0007L2",521.97,388.69,455.33
"977","06UCT0008K1",595.21,522.94,559.075
"978","06UCT0009J2",577.28,489.66,533.47
"979","06UCT0010Z3",563.76,422.91,493.335
"980","06UCT0011Y1",489.06,405.75,447.405
"981","06UCT0011Y2",462.05,376.32,419.185
"982","06UCT0012X2",462,400.16,431.08
"983","06UCT0013W1",587.97,491.11,539.54
"984","06UCT0014V1",356.31,329.66,342.985
"985","06UCT0014V2",397.97,307.63,352.8
"986","06UCT0015U2",418.26,328.7,373.48
"987","06UCT0016T2",560.2,470.69,515.445
"988","06UCT0017S1",517.12,441.68,479.4
"989","06UCT0018R1",481.12,396.6,438.86
"990","06UCT0019Q1",444.57,406.49,425.53
"991","06UCT0019Q2",285.38,253.4,269.39
"992","06UCT0020F1",565.38,493.7,529.54
"993","06UCT0021E1",548.48,350.68,449.58
"994","06UCT0022D1",514.03,422.38,468.205
"995","06UCT0023C2",451.43,369.4,410.415
"996","06UCT0024B2",472.14,301.4,386.77
"997","06UCT0025A2",451.33,325.72,388.525
"998","06UCT0026Z1",523.46,360.11,441.785
"999","06UCT0027Z1",552.85,453.38,503.115
"1000","06UCT0028Y2",472.98,361.37,417.175
"1001","06UCT0030M1",586.59,491.58,539.085
"1002","06UCT0031L2",480.55,296.66,388.605
"1003","06UCT0032K2",430.43,272.82,351.625
"1004","06UCT0033J2",483.5,383.5,433.5
"1005","06UET0002O2",499.08,309.21,404.145
"1006","06UET0006K1",520.05,400.15,460.1
"1007","07DBP0002N1",563.38,492.69,528.035
"1008","07DBP0002N2",500.15,466.82,483.485
"1009","07DCM0001Q1",489.93,578.81,534.37
"1010","07DCT0001Z1",446.99,389.72,418.355
"1011","07DCT0001Z2",407.39,299.11,353.25
"1012","07DCT0002Z1",433.98,392.94,413.46
"1013","07DCT0002Z2",388.37,305.99,347.18
"1014","07DCT0003Y1",497.33,422.53,459.93
"1015","07DCT0004X1",401.24,281.45,341.345
"1016","07DCT0006V1",516.56,380.42,448.49
"1017","07DCT0007U1",449.42,348.92,399.17
"1018","07DCT0007U2",357.47,357.48,357.475
"1019","07DCT0011G2",517.83,439.75,478.79
"1020","07DCT0012F1",490.34,363.85,427.095
"1021","07DCT0012F2",432.17,324.12,378.145
"1022","07DCT0088V1",517.5,456.82,487.16
"1023","07DCT0088V2",417.29,316.29,366.79
"1024","07DCT0301X1",504.41,467.13,485.77
"1025","07DCT0305T1",580.17,579.33,579.75
"1026","07DCT0305T2",490.99,479.31,485.15
"1027","07DET0001Y1",506.53,448.25,477.39
"1028","07DET0001Y2",383.46,309.07,346.265
"1029","07DET0004V1",492.92,432.45,462.685
"1030","07DET0004V2",423.11,296.3,359.705
"1031","07DPT0001D1",542.02,445.96,493.99
"1032","07DPT0001D2",540.12,375.75,457.935
"1033","07DPT0002C1",505.05,418.28,461.665
"1034","07DPT0002C2",390.74,312.05,351.395
"1035","07DPT0003B11",475.86,405.8,440.83
"1036","07DPT0003B2",463.52,563.91,513.715
"1037","07DPT0004A1",456.9,333.47,395.185
"1038","07DPT0004A2",506.44,351.46,428.95
"1039","07DPT0006Z1",400.14,284.78,342.46
"1040","07DPT0006Z2",309.78,279.66,294.72
"1041","07DPT0007Y2",468.23,402.99,435.61
"1042","07DPT0008X1",407.54,300.11,353.825
"1043","07DPT0008X11",600.05,612.81,606.43
"1044","07DPT0008X12",423.41,314.86,369.135
"1045","07DPT0009W1",507.94,389.46,448.7
"1046","07DTA0023N1",349.46,282.29,315.875
"1047","07DTA0024M1",475.57,378.8,427.185
"1048","07DTA0042B1",468.89,373.24,421.065
"1049","07DTA0043A1",453.37,407.4,430.385
"1050","07DTA0044Z1",436.61,383.54,410.075
"1051","07DTA0045Z1",443.86,326.89,385.375
"1052","07DTA0046Y1",433.24,307.32,370.28
"1053","07DTA0060R1",425.28,458.78,442.03
"1054","07DTA0091K1",449.88,366.91,408.395
"1055","07DTA0211G1",419.76,309.9,364.83
"1056","07DTA0212F1",394.28,272.58,333.43
"1057","07EBH0001E1",427.11,332.64,379.875
"1058","07EBH0002D1",540.16,505.07,522.615
"1059","07EBH0003C1",506.66,437.16,471.91
"1060","07EBH0004B2",382.82,270.2,326.51
"1061","07EBH0005A1",470.89,370.88,420.885
"1062","07EBH0006Z2",378.25,279.25,328.75
"1063","07EBH0007Z1",512.85,416.02,464.435
"1064","07EBH0008Y1",613.55,538.83,576.19
"1065","07EBH0009X2",501.56,385.31,443.435
"1066","07EBH0010M1",428,322.46,375.23
"1067","07EBH0011L2",377.92,281.56,329.74
"1068","07EBH0012K1",485.67,420.29,452.98
"1069","07EBH0013J1",532.36,450.43,491.395
"1070","07EBH0013J2",475.5,310.78,393.14
"1071","07EBH0014I2",431.95,290.72,361.335
"1072","07EBH0015H1",432.47,335.45,383.96
"1073","07EBH0016G1",483.8,398.87,441.335
"1074","07EBH0017F1",465.5,394.3,429.9
"1075","07EBH0018E2",409.82,316.45,363.135
"1076","07EBH0020T1",384.45,321.8,353.125
"1077","07EBH0021S1",528.4,560.74,544.57
"1078","07EBH0021S2",534.15,598.68,566.415
"1079","07EBH0022R2",485.05,449.69,467.37
"1080","07EBH0023Q1",446.23,292.42,369.325
"1081","07EBH0023Q2",473.28,366.59,419.935
"1082","07EBH0025O2",429.08,334.73,381.905
"1083","07EBH0032Y2",421.11,319.45,370.28
"1084","07EBH0034W2",360.31,278.74,319.525
"1085","07EBH0035V1",462.82,371.26,417.04
"1086","07EBH0036U1",491.71,386.22,438.965
"1087","07EBH0038S2",382.94,274.99,328.965
"1088","07EBH0039R2",563.25,619.19,591.22
"1089","07EBH0040G1",384.51,263.89,324.2
"1090","07EBH0042E2",394.23,284.44,339.335
"1091","07EBH0043D1",529.7,431.6,480.65
"1092","07EBH0043D2",423.1,327.85,375.475
"1093","07EBH0044C2",435.92,349.75,392.835
"1094","07EBH0045B1",396.11,294.06,345.085
"1095","07EBH0046A2",446.23,364.23,405.23
"1096","07EBH0047Z2",408.28,272.35,340.315
"1097","07EBH0048Z1",417.09,322.14,369.615
